"ID","date","postcode","property_type","whether_old_or_new","freehold_or_leasehold","address1","address2","address3","town","local_aut","county","postcode_short","current_energy_rating","total_floor_area","number_habitable_rooms","co2_emissions_current","co2_emissions_potential","energy_consumption_current","energy_consumption_potential","windows_energy_eff","tenure","latitude","longitude","population","altitude","london_zone","nearest_station","water_company","average_income","district","price","type_of_closest_station","num_tube_lines","num_rail_lines","num_light_rail_lines","distance_to_station"
99,"2019-05-24","DA1 3RH","T","N","F","89",NA,"BASCOMBE GROVE","CRAYFORD","DARTFORD","BEXLEY","DA1","C",99,5,3,1.4,175,77,"Average","owner-occupied",51.446081,0.174269,47,16,6,"crayford","Thames Water",49600,"Bexley",415000,"rail",0,1,0,0.9109724
100,"2019-05-08","SW13 9BN","S","N","F","53",NA,"BOILEAU ROAD",NA,"LONDON","RICHMOND UPON THAMES","SW13","D",90,4,3.5,2.3,221,141,"Good","owner-occupied",51.483088,-0.237804,22,8,2,"barnes bridge","Thames Water",65600,"Richmond upon Thames",855000,"tube",1,0,0,1.2216724
101,"2019-01-18","UB3 5HZ","T","N","F","3",NA,"WINDSOR PARK ROAD",NA,"HAYES","HILLINGDON","UB3","D",85,5,3.2,1.2,216,77,"Average","owner-occupied",51.481969,-0.422537,80,24,5,"hounslow west","Affinity Water",52200,"Hillingdon",440000,"tube",1,0,0,1.8064098
102,"2019-05-31","SW11 3HG","F","N","L","GOULDEN HOUSE","FLAT 42","BULLEN STREET",NA,"LONDON","WANDSWORTH","SW11","C",75.68,4,3,2.9,223,215,"Average","owner-occupied",51.472615,-0.17105,154,7,2,"clapham junction","Thames Water",66400,"Wandsworth",472000,"light_rail",0,1,1,0.801606
103,"2019-07-05","SW11 4AE","F","N","L","44",NA,"MASKELYNE CLOSE",NA,"LONDON","WANDSWORTH","SW11","D",84,4,3.3,1.7,210,110,"Very Poor","owner-occupied",51.476992,-0.166858,74,7,2,"battersea park","Thames Water",63200,"Wandsworth",355000,"light_rail",0,1,1,1.1222484
104,"2019-06-07","RM7 0YH","T","N","F","60",NA,"VALENTINES WAY",NA,"ROMFORD","BARKING AND DAGENHAM","RM7","D",81,5,4,1.2,282,80,"Average","owner-occupied",51.557825,0.179711,115,10,6,"dagenham east","Essex & Suffolk Water",43700,"Havering",325000,"tube",1,0,0,1.3863434
106,"2019-10-29","SW11 4PL","F","N","L","ALBERT BRIDGE HOUSE, 127","FLAT 22","ALBERT BRIDGE ROAD","BATTERSEA","LONDON","WANDSWORTH","SW11","C",164,3,3.6,3.4,129,122,"Good","rental (private)",51.480924,-0.166398,59,9,2,"south kensington","Thames Water",63200,"Wandsworth",1975000,"light_rail",0,1,1,1.071915
107,"2019-11-22","CR0 6DZ","T","N","F","55",NA,"EDWARD ROAD",NA,"CROYDON","CROYDON","CR0","D",87,4,4.1,2,265,130,"Average","owner-occupied",51.385289,-0.083891,115,52,4,"blackhorse lane","Thames Water",56400,"Croydon",394000,"rail",0,1,0,0.7929064
108,"2019-07-31","SE28 8PS","F","N","L","72",NA,"THAMESBANK PLACE",NA,"LONDON","BEXLEY","SE28","C",69,3,2.6,2.3,227,201,"Average","owner-occupied",51.511948,0.123575,117,4,5,"abbey wood","Thames Water",49800,"Greenwich",210000,"rail",0,1,0,2.4153818
109,"2019-03-13","E6 5PE","T","N","F","6",NA,"STRAIT ROAD",NA,"LONDON","NEWHAM","E6","C",79,4,2.5,1.1,183,77,"Average","rental (private)",51.509213,0.058583,51,0,3,"cyprus","Thames Water",45900,"Newham",345000,"light_rail",0,0,1,0.2833584
110,"2019-12-13","SE28 0NJ","F","N","L","14",NA,"MILES CLOSE",NA,"LONDON","GREENWICH","SE28","C",73,2,1.5,1.5,119,115,"Good","owner-occupied",51.502558,0.087072,158,3,3,"plumstead","Thames Water",49700,"Greenwich",195000,"light_rail",0,0,1,1.0464376
111,"2019-06-17","TW14 8LE","S","N","F","16",NA,"BEDFONT CLOSE",NA,"FELTHAM","HOUNSLOW","TW14","D",89,4,4.6,2.9,292,181,"Average","owner-occupied",51.454353,-0.44066,129,21,6,"heathrow terminal 4","Affinity Water",49000,"Hounslow",385000,"tube",1,1,0,1.410578
112,"2019-12-06","SE16 5XW","T","N","F","219A",NA,"ROTHERHITHE STREET",NA,"LONDON","SOUTHWARK","SE16","D",80,3,3.8,1.6,245,102,"Average","owner-occupied",51.506992,-0.03958,54,4,2,"rotherhithe","Thames Water",69100,"Southwark",675000,"light_rail",0,0,1,0.7338734
113,"2019-12-06","SE8 3DD","F","N","L","4",NA,"BARFLEUR LANE",NA,"LONDON","LEWISHAM","SE8","C",73,4,1.3,1.2,102,97,"Good","rental (private)",51.489086,-0.03146,169,7,2,"deptford","Thames Water",51800,"Lewisham",370000,"light_rail",0,0,1,0.8935732
115,"2019-04-25","SW8 2UD","T","N","F","16",NA,"WILCOX CLOSE",NA,"LONDON","LAMBETH","SW8","C",101.96,6,2.9,2.3,169,137,"Good","rental (private)",51.479283,-0.125232,70,5,1,"stockwell","Thames Water",49900,"Lambeth",670000,"tube",1,0,0,0.5692024
116,"2019-04-26","W14 8DD","F","N","L","97","FLAT 2","ADDISON ROAD",NA,"LONDON","KENSINGTON AND CHELSEA","W14","C",125,4,2.8,1.6,129,75,"Very Poor","rental (private)",51.504748,-0.212027,36,12,2,"holland park","Thames Water",60100,"Kensington and Chelsea",1400000,"tube",1,1,1,0.3610334
117,"2019-06-28","W11 4RT","S","N","F","13",NA,"ST ANNS VILLAS",NA,"LONDON","KENSINGTON AND CHELSEA","W11","D",71,3,2.8,1.5,222,118,"Average","rental (private)",51.507053,-0.215193,65,11,2,"holland park","Thames Water",61700,"Kensington and Chelsea",2635000,"tube",1,1,1,0.4641858
118,"2019-02-22","TW14 8DF","S","N","F","490",NA,"STAINES ROAD",NA,"FELTHAM","HOUNSLOW","TW14","D",110,6,4.4,2.4,226,121,"Average","owner-occupied",51.452425,-0.435645,57,20,6,"feltham","Affinity Water",49000,"Hounslow",470000,"tube",1,1,0,1.3571376
119,"2019-11-01","SE2 9QA","F","N","L","8","FLAT 8","CHANTRY CLOSE",NA,"LONDON","GREENWICH","SE2","D",55,3,2.5,2.3,266,253,"Average","owner-occupied",51.491274,0.12005,20,2,4,"abbey wood","Thames Water",41900,"Greenwich",255000,"rail",0,1,0,0.8687172
120,"2019-02-22","W12 8PJ","F","N","L","BUSH COURT","FLAT 45","SHEPHERDS BUSH GREEN",NA,"LONDON","HAMMERSMITH AND FULHAM","W12","D",45,2,2.1,1.5,261,188,"Average","owner-occupied",51.50391,-0.218457,111,11,2,"goldhawk road","Thames Water",54700,"Hammersmith and Fulham",192000,"tube",1,1,1,0.4262804
121,"2019-06-26","TW13 6ND","S","N","F","60",NA,"SWAN ROAD",NA,"FELTHAM","HOUNSLOW","TW13","D",93,4,5,1.4,303,85,"Average","owner-occupied",51.432742,-0.387274,88,19,6,"hampton","Thames Water",52700,"Hounslow",376500,"rail",0,1,0,1.6429816
122,"2019-07-31","TW14 8DR","F","N","L","2","FLAT 8","PAGE ROAD",NA,"FELTHAM","HOUNSLOW","TW14","B",67,3,1.1,1.1,96,93,"Good","owner-occupied",51.4536,-0.432035,116,22,6,"feltham","Affinity Water",49000,"Hounslow",132500,"tube",1,1,0,1.224158
123,"2019-05-01","TW13 6SR","S","N","F","24",NA,"OSBORNE CLOSE",NA,"FELTHAM","HOUNSLOW","TW13","C",95.3,4,2.9,2.9,159,156,"Good","owner-occupied",51.429242,-0.395022,103,20,6,"hampton","Thames Water",52700,"Hounslow",417000,"rail",0,1,0,1.8996198
124,"2019-05-17","SW13 8HJ","F","N","L","21",NA,"KEBLE PLACE",NA,"LONDON","RICHMOND UPON THAMES","SW13","C",86,3,2.2,1.9,146,130,"Good","owner-occupied",51.484559,-0.230964,16,6,2,"barnes bridge","Thames Water",65600,"Richmond upon Thames",787500,"tube",2,0,0,1.5062736
125,"2019-12-13","SW11 3DP","S","N","F","5",NA,"EDNA STREET",NA,"LONDON","WANDSWORTH","SW11","D",177,6,6.9,4,185,100,"Poor","owner-occupied",51.473802,-0.170485,77,6,2,"clapham junction","Thames Water",66400,"Wandsworth",1750000,"light_rail",0,1,1,0.9252646
126,"2019-01-21","SW11 4AL","F","N","L","6","FLAT 33","HESTER ROAD",NA,"LONDON","WANDSWORTH","SW11","B",46,2,1.5,1.4,193,175,"Good","owner-occupied",51.479902,-0.170658,83,7,2,"battersea park","Thames Water",63200,"Wandsworth",252000,"light_rail",0,1,1,1.2608206
127,"2019-12-16","DA14 5NQ","S","N","F","18",NA,"THE GROVE",NA,"SIDCUP","BEXLEY","DA14","C",148,5,4.7,2.5,182,95,"Average","owner-occupied",51.423554,0.132147,122,29,5,"albany park","Thames Water",43600,"Bexley",6e+05,"rail",0,1,0,2.0593196
128,"2019-08-07","SW13 9QX","F","N","L","CASTELNAU MANSIONS","FLAT 30","CASTELNAU",NA,"LONDON","RICHMOND UPON THAMES","SW13","E",101,4,5.7,2.8,295,145,"Poor","owner-occupied",51.486752,-0.231455,64,9,2,"barnes bridge","Thames Water",65600,"Richmond upon Thames",750000,"tube",2,0,0,1.531751
129,"2019-06-03","SE2 9RZ","S","N","F","39",NA,"SYDNEY ROAD",NA,"LONDON","BEXLEY","SE2","E",62,4,4.6,1.3,423,115,"Good","owner-occupied",51.492555,0.122832,45,2,4,"abbey wood","Thames Water",41400,"Greenwich",340000,"rail",0,1,0,0.9842976
130,"2019-09-25","SE28 8TB","T","N","F","163",NA,"NEWMARSH ROAD",NA,"LONDON","GREENWICH","SE28","E",82,4,4.3,1.4,276,86,"Average","owner-occupied",51.502103,0.098995,147,3,4,"abbey wood","Thames Water",49700,"Greenwich",360000,"rail",0,1,0,2.8000284
132,"2019-02-22","SW13 9EA","F","N","L","207A",NA,"CASTELNAU",NA,"LONDON","RICHMOND UPON THAMES","SW13","D",62,3,2.7,1.5,246,140,"Good","rental (private)",51.486534,-0.232515,19,7,2,"barnes","Thames Water",65600,"Richmond upon Thames",630000,"tube",1,0,0,1.5168374
133,"2019-09-02","SW13 8HD","S","N","F","9",NA,"CARTWRIGHT WAY",NA,"LONDON","RICHMOND UPON THAMES","SW13","C",152,6,4,2.4,151,88,"Average","owner-occupied",51.4827,-0.231137,18,4,2,"barnes bridge","Thames Water",65600,"Richmond upon Thames",1850000,"tube",2,0,0,1.6411174
134,"2019-07-09","IG3 9QT","F","N","L","5A",NA,"AIRTHRIE ROAD",NA,"ILFORD","REDBRIDGE","IG3","D",56,3,2.3,1.4,215,133,"Average","rental (private)",51.561496,0.114701,145,15,4,"chadwell heath","Essex & Suffolk Water",49900,"Redbridge",120000,"rail",0,1,0,0.975598
135,"2019-10-02","SE16 5ES","F","N","L","CANADA WHARF, 255","FLAT 6","ROTHERHITHE STREET",NA,"LONDON","SOUTHWARK","SE16","E",53,2,3.4,1.5,362,159,"Average","owner-occupied",51.505291,-0.033586,93,7,2,"rotherhithe","Thames Water",69100,"Southwark",390000,"light_rail",0,0,1,1.0302812
136,"2019-04-26","SE16 5XH","T","N","F","14",NA,"SOVEREIGN CRESCENT",NA,"LONDON","SOUTHWARK","SE16","C",83.1,4,3,2.9,191,183,"Very Poor","owner-occupied",51.507336,-0.039176,42,1,2,"rotherhithe","Thames Water",69100,"Southwark",960000,"light_rail",0,0,1,0.7835854
137,"2019-08-30","SW10 0PF","S","N","F","11",NA,"ASHBURNHAM ROAD",NA,"LONDON","KENSINGTON AND CHELSEA","SW10","E",149,7,9.8,3.4,372,128,"Good","rental (private)",51.479825,-0.181347,20,9,2,"fulham broadway","Thames Water",44600,"Kensington and Chelsea",1725000,"light_rail",0,1,1,0.7388446
138,"2019-03-29","SW11 4AD","F","N","L","ETHELBURGA TOWER","FLAT 42","ROSENAU ROAD",NA,"LONDON","WANDSWORTH","SW11","C",69,3,1.7,1.7,138,138,"Average","rental (private)",51.476927,-0.166126,106,7,2,"battersea park","Thames Water",63200,"Wandsworth",337500,"light_rail",0,1,1,0.9588202
139,"2019-11-08","SE18 6TG","F","N","L","BUILDING 45","FLAT 18","HOPTON ROAD",NA,"LONDON","GREENWICH","SE18","B",72,3,1.2,1.2,93,93,"Good","owner-occupied",51.49467,0.07196,43,8,4,"woolwich arsenal","Thames Water",52000,"Greenwich",430000,"light_rail",0,1,1,0.6655194
140,"2019-11-18","UB8 2XB","S","N","F","15",NA,"CULVERT LANE",NA,"UXBRIDGE","HILLINGDON","UB8","D",84,4,3.1,1.7,208,110,"Good","owner-occupied",51.540504,-0.489125,54,32,6,"uxbridge","Affinity Water",45800,"Hillingdon",430000,"tube",2,0,0,0.8519394
141,"2019-05-17","NW7 2NJ","F","N","L","RANDALL COURT","FLAT 23","PAGE STREET",NA,"LONDON","BARNET","NW7","D",84.7,3,4.9,4.2,349,299,"Good","owner-occupied",51.608388,-0.233972,57,74,4,"mill hill broadway","Affinity Water",67000,"Barnet",4e+05,"rail",0,1,0,0.9917544
142,"2019-02-12","RM9 5PR","T","N","F","31",NA,"MEADOW ROAD",NA,"DAGENHAM","BARKING AND DAGENHAM","RM9","D",80,6,4.5,4.4,336,330,"Average","rental (private)",51.54276,0.14171,115,8,5,"dagenham heathway","Essex & Suffolk Water",39900,"Barking and Dagenham",360000,"tube",1,0,0,0.686647
143,"2019-05-31","SW13 9QE","S","N","F","4",NA,"NASSAU ROAD",NA,"LONDON","RICHMOND UPON THAMES","SW13","E",159,6,7.5,3.2,268,113,"Good","owner-occupied",51.475108,-0.247745,90,8,3,"barnes bridge","Thames Water",65600,"Richmond upon Thames",1800000,"rail",0,1,0,0.4188236
144,"2019-07-19","SE5 9RA","T","N","F","14",NA,"CORMONT ROAD",NA,"LONDON","LAMBETH","SE5","F",194.03,7,15,11,462,337,"Poor","owner-occupied",51.472584,-0.105665,59,11,2,"loughborough junction","Thames Water",44100,"Southwark",1200000,"rail",0,1,0,0.6537128
145,"2019-02-12","CR5 3BB","S","N","F","138",NA,"CHIPSTEAD VALLEY ROAD",NA,"COULSDON","CROYDON","CR5","E",65.49,4,4.9,4.7,517,499,"Average","owner-occupied",51.31943,-0.145046,55,86,6,"coulsdon south","SES Water",63300,"Croydon",355000,"rail",0,1,0,0.5319184
146,"2019-07-10","E13 9PZ","T","N","F","39",NA,"OLIVE ROAD",NA,"LONDON","NEWHAM","E13","D",72,5,3,1.3,236,104,"Average","owner-occupied",51.52547,0.035486,199,7,3,"upton park","Thames Water",45200,"Newham",415000,"tube",2,0,0,0.879281
147,"2019-12-19","N14 4NU","T","N","F","66",NA,"THE FAIRWAY",NA,"LONDON","ENFIELD","N14","D",81,5,4.1,1.2,285,84,"Average","owner-occupied",51.641745,-0.137342,59,81,5,"oakwood","Thames Water",47600,"Enfield",520000,"tube",1,0,0,0.6972108
148,"2019-08-16","RM5 2HR","F","N","L","74",NA,"DEFOE WAY",NA,"ROMFORD","HAVERING","RM5","D",44,2,2.1,2,247,240,"Good","rental (social)",51.604446,0.157638,113,31,6,"romford","Essex & Suffolk Water",45700,"Havering",164500,"light_rail",0,1,1,2.6800982
149,"2019-03-14","EN2 8EL","F","N","L","12",NA,"HERMITAGE CLOSE",NA,"ENFIELD","ENFIELD","EN2","D",60,3,2.7,1.4,254,129,"Average","rental (private)",51.657397,-0.095655,17,58,5,"enfield chase","Thames Water",54900,"Enfield",353000,"rail",0,1,0,0.602758
150,"2019-03-29","E17 4NS","T","N","F","61",NA,"AVELING PARK ROAD",NA,"LONDON","WALTHAM FOREST","E17","C",115,6,3.5,1.8,174,89,"Average","owner-occupied",51.595702,-0.018046,138,17,3,"walthamstow central","Thames Water",54500,"Waltham Forest",775000,"tube",1,0,1,1.0265528
151,"2019-02-20","CR2 9LU","T","N","F","28",NA,"ORCHARD ROAD",NA,"SOUTH CROYDON","CROYDON","CR2","D",127,7,5.8,3.1,258,134,"Average","owner-occupied",51.32716,-0.067469,76,160,6,"whyteleafe","SES Water",58700,"Croydon",442500,"rail",0,1,0,1.8722782
152,"2019-05-23","E9 6FB","F","N","L","WISTERIA APARTMENTS, 33 - 43","FLAT 18","CHATHAM PLACE","HOMERTON","LONDON","HACKNEY","E9","B",61,3,1.1,1.1,100,100,"Good","owner-occupied",51.546484,-0.051281,318,18,2,"hackney central","Thames Water",52200,"Hackney",157500,"light_rail",0,0,1,0.3051074
153,"2019-10-08","TW7 6EF","T","N","F","222",NA,"WORTON ROAD",NA,"ISLEWORTH","HOUNSLOW","TW7","D",80,6,3.8,0.8,268,52,"Average","rental (private)",51.467387,-0.336253,78,11,4,"isleworth","Thames Water",57100,"Hounslow",415000,"rail",0,1,0,0.6885112
154,"2019-08-08","IG2 7TR","T","N","F","34",NA,"RAMSGILL DRIVE",NA,"ILFORD","REDBRIDGE","IG2","E",118,4,8.2,2.5,394,119,"Average","owner-occupied",51.580737,0.102402,161,26,4,"newbury park","Essex & Suffolk Water",51300,"Redbridge",485000,"tube",1,0,0,0.7419516
155,"2019-02-08","DA7 5EY","S","N","F","54",NA,"CRANBROOK ROAD",NA,"BEXLEYHEATH","BEXLEY","DA7","D",107,4,4.5,2.4,236,123,"Average","owner-occupied",51.471956,0.143878,79,55,5,"bexleyheath","Thames Water",53500,"Bexley",482000,"rail",0,1,0,1.071915
156,"2019-07-18","HA7 3AU","D","N","F","48",NA,"WINSCOMBE WAY",NA,"STANMORE","HARROW","HA7","D",103,5,5.2,2.7,288,144,"Average","owner-occupied",51.618686,-0.319474,63,99,5,"stanmore","Affinity Water",54300,"Harrow",735000,"tube",1,0,0,0.9606844
157,"2019-08-09","E15 4AJ","F","N","L","78A",NA,"EVESHAM ROAD",NA,"LONDON","NEWHAM","E15","D",43.96,3,2.3,1.6,324,224,"Average","rental (private)",51.538221,0.011036,96,8,3,"stratford high street","Thames Water",46000,"Newham",325000,"light_rail",0,0,1,0.751894
158,"2019-11-05","SM5 4LH","F","N","L","13",NA,"STANHOPE ROAD",NA,"CARSHALTON","SUTTON","SM5","C",50,3,1.9,1.4,214,159,"Average","owner-occupied",51.352407,-0.16102,155,84,5,"carshalton beeches","SES Water",53000,"Sutton",3e+05,"rail",0,1,0,0.7686718
159,"2019-12-06","SW7 2QJ","F","N","L","30",NA,"PRINCES GATE COURT",NA,"LONDON","WESTMINSTER","SW7","E",189,5,6.5,4.3,203,136,"Poor","owner-occupied",51.500675,-0.175316,75,25,1,"south kensington","Thames Water",56300,"Kensington and Chelsea",4200000,"tube",3,0,0,0.5803876
160,"2019-12-20","HA5 3LL","F","N","L","ELM PARK COURT","FLAT 61","ELM PARK ROAD",NA,"PINNER","HARROW","HA5","C",80,4,2.8,1.3,196,92,"Very Poor","owner-occupied",51.597422,-0.392219,53,63,5,"pinner","Affinity Water",56900,"Harrow",370000,"tube",1,0,0,0.7438158
161,"2019-02-21","BR4 9EF","D","N","F","2A",NA,"CHERRY TREE WALK",NA,"WEST WICKHAM","BROMLEY","BR4","D",133,6,4.6,2.7,195,113,"Good","owner-occupied",51.364452,0.005324,66,76,5,"hayes","Thames Water",61700,"Bromley",652000,"rail",0,1,0,1.1968164
162,"2019-11-11","SE15 2BJ","T","N","F","41",NA,"CREWYS ROAD",NA,"LONDON","SOUTHWARK","SE15","D",93,4,3.4,1.4,209,81,"Average","owner-occupied",51.469049,-0.058326,67,16,2,"nunhead","Thames Water",45200,"Southwark",740000,"rail",0,1,0,0.4648072
163,"2019-09-06","SW16 2RE","F","N","L","SUFFOLK COURT, 182","FLAT 6","LEIGHAM COURT ROAD","STREATHAM","LONDON","LAMBETH","SW16","E",60,3,3.2,2.3,308,225,"Average","owner-occupied",51.430502,-0.114772,38,79,3,"west norwood","Thames Water",53400,"Croydon",325000,"rail",0,1,0,0.6549556
164,"2019-07-30","UB4 8PF","S","N","F","63",NA,"CHARVILLE LANE",NA,"HAYES","HILLINGDON","UB4","D",83,3,4.5,2.2,309,149,"Average","owner-occupied",51.535806,-0.435326,22,39,6,"hillingdon","Affinity Water",49300,"Hillingdon",375000,"tube",2,0,0,2.140723
165,"2019-03-04","RM13 7PD","T","N","F","43",NA,"MUNGO PARK ROAD",NA,"RAINHAM","HAVERING","RM13","C",88,4,2.4,1.2,154,78,"Average","owner-occupied",51.537739,0.195954,58,8,6,"elm park","Essex & Suffolk Water",44600,"Havering",365000,"tube",1,0,0,0.9917544
166,"2019-11-28","SE23 2UG","F","N","L","49B",NA,"CHURCH RISE",NA,"LONDON","LEWISHAM","SE23","D",47,2,2.5,1.1,298,130,"Very Poor","owner-occupied",51.437198,-0.049188,55,47,3,"forest hill","Thames Water",53000,"Lewisham",340000,"light_rail",0,1,1,0.3964532
167,"2019-04-17","NW9 5FY","F","N","L","PINNACLE HOUSE, 15","FLAT 4","HERITAGE AVENUE",NA,"LONDON","BARNET","NW9","B",75,3,2,1.8,153,135,"Good","owner-occupied",51.596172,-0.242281,80,49,4,"colindale","Affinity Water",51100,"Brent",420000,"tube",1,0,0,0.4076384
168,"2019-06-21","SE25 4LW","T","N","F","6",NA,"ADDISON ROAD",NA,"LONDON","CROYDON","SE25","D",71,4,3.8,1.4,282,101,"Average","owner-occupied",51.39756,-0.069923,131,44,4,"norwood junction","Thames Water",45200,"Croydon",325000,"light_rail",0,1,1,0.3579264
169,"2019-01-25","SE5 8SX","T","N","F","7",NA,"KERFIELD PLACE",NA,"LONDON","SOUTHWARK","SE5","D",58,3,3,0.5,302,50,"Average","owner-occupied",51.472746,-0.090697,50,10,2,"denmark hill","Thames Water",56300,"Southwark",5e+05,"light_rail",0,1,1,0.4088812
170,"2019-10-01","UB5 4DA","F","N","L","68","FLAT 6","DABBS HILL LANE",NA,"NORTHOLT","EALING","UB5","D",67,4,3,3,236,232,"Average","rental (social)",51.554087,-0.369961,109,55,5,"northolt","Affinity Water",45700,"Ealing",268000,"tube",1,0,0,0.748787
171,"2019-08-15","SE15 5NU","F","N","L","CURLEW HOUSE","FLAT 16","PELICAN ESTATE",NA,"LONDON","SOUTHWARK","SE15","D",82,4,3.8,3.1,262,212,"Average","owner-occupied",51.472998,-0.077526,53,11,2,"peckham rye","Thames Water",52500,"Southwark",340000,"light_rail",0,1,1,0.6282354
172,"2019-09-23","N15 5AJ","T","N","F","17",NA,"DORSET ROAD","SOUTH TOTTENHAM","LONDON","HARINGEY","N15","C",70.42,4,2.6,2.5,223,214,"Good","rental (private)",51.586525,-0.083697,132,17,3,"seven sisters","Thames Water",44000,"Haringey",485000,"tube",1,1,1,0.6220214
173,"2019-04-12","SE6 1TF","T","N","F","31",NA,"BIRKHALL ROAD",NA,"LONDON","LEWISHAM","SE6","D",104,4,4.8,2.5,263,136,"Good","owner-occupied",51.438656,-0.00383,110,37,3,"bellingham","Thames Water",56800,"Lewisham",565000,"rail",0,1,0,0.9979684
174,"2019-09-17","N18 2LB","T","N","F","48",NA,"ALSTON ROAD",NA,"LONDON","ENFIELD","N18","C",94,4,3,1.2,184,72,"Average","owner-occupied",51.611212,-0.056122,100,13,4,"angel road","Thames Water",40700,"Enfield",410000,"rail",0,1,0,0.6207786
175,"2019-04-18","CR2 9JE","D","N","F","22",NA,"GLEBE HYRST",NA,"SOUTH CROYDON","CROYDON","CR2","D",181,7,7.6,3.8,237,116,"Poor","owner-occupied",51.336293,-0.080968,59,157,6,"riddlesdown","SES Water",66500,"Croydon",832250,"rail",0,1,0,1.2477712
176,"2019-10-25","UB8 3UN","F","N","L","111",NA,"CLARKES DRIVE",NA,"UXBRIDGE","HILLINGDON","UB8","D",25,1,1.9,1.4,457,339,"Average","rental (private)",51.52259,-0.467505,41,33,6,"west drayton","Affinity Water",51700,"Hillingdon",150000,"rail",0,1,0,1.3496808
178,"2019-11-29","W5 3ET","S","N","F","8",NA,"AUDLEY ROAD",NA,"LONDON","EALING","W5","E",228,10,11,5.2,265,127,"Average","owner-occupied",51.521055,-0.288216,79,46,3,"north ealing","Thames Water",62800,"Ealing",1320000,"tube",1,0,0,0.4592146
179,"2019-04-18","N16 0JD","F","N","L","DENMAN HOUSE","FLAT 21","LORDSHIP TERRACE",NA,"LONDON","HACKNEY","N16","C",58,3,2,1.5,181,133,"Good","owner-occupied",51.562442,-0.08159,56,31,2,"stoke newington","Thames Water",50400,"Hackney",410000,"light_rail",0,0,1,0.7264166
180,"2019-10-11","DA15 9AN","S","N","F","220",NA,"HURST ROAD",NA,"SIDCUP","BEXLEY","DA15","C",160,8,5,2.5,175,86,"Average","owner-occupied",51.438797,0.117777,31,30,5,"albany park","Thames Water",59400,"Bexley",503000,"rail",0,1,0,0.6064864
181,"2019-10-22","N12 7JD","S","N","F","28",NA,"CHANCTONBURY WAY",NA,"LONDON","BARNET","N12","D",96.7,4,4.6,4.5,247,241,"Average","rental (private)",51.616383,-0.189977,80,65,4,"woodside park","Affinity Water",65800,"Barnet",712500,"tube",1,0,0,0.525083
183,"2019-12-17","TW4 7JG","T","N","F","76",NA,"ROSEMARY AVENUE",NA,"HOUNSLOW","HOUNSLOW","TW4","D",92,4,4.1,1.8,255,111,"Average","owner-occupied",51.471984,-0.390499,98,27,5,"hounslow west","Thames Water",46900,"Hounslow",490000,"tube",1,0,0,0.2864654
184,"2019-09-20","RM12 5BT","S","N","F","55",NA,"CORONATION DRIVE",NA,"HORNCHURCH","HAVERING","RM12","C",194,9,5.3,3.1,156,89,"Average","owner-occupied",51.547525,0.200665,116,12,6,"elm park","Essex & Suffolk Water",52100,"Havering",6e+05,"tube",1,0,0,0.2839798
185,"2019-02-18","KT6 6HE","F","N","L","154B",NA,"EWELL ROAD",NA,"SURBITON","KINGSTON UPON THAMES","KT6","C",65,3,1.9,1.4,165,118,"Good","owner-occupied",51.388861,-0.297817,33,37,6,"surbiton","Thames Water",57900,"Kingston upon Thames",315000,"rail",0,1,0,0.5238402
187,"2019-09-06","RM9 6DX","T","N","F","61",NA,"NUNEATON ROAD",NA,"DAGENHAM","BARKING AND DAGENHAM","RM9","D",64,3,2.6,0.7,213,48,"Average","owner-occupied",51.537844,0.133144,159,7,5,"becontree","Essex & Suffolk Water",42200,"Barking and Dagenham",298000,"tube",1,0,0,0.4150952
188,"2019-06-25","SW6 4AT","F","N","L","19",NA,"CAMPANA ROAD",NA,"LONDON","HAMMERSMITH AND FULHAM","SW6","C",173,4,4.3,3.9,116,105,"Good","owner-occupied",51.476561,-0.197663,55,5,2,"parsons green","Thames Water",59900,"Hammersmith and Fulham",1850000,"tube",1,0,0,0.5536674
189,"2019-03-25","IG11 9BT","T","N","F","186",NA,"WESTROW DRIVE",NA,"BARKING","BARKING AND DAGENHAM","IG11","E",96,5,5.2,1.6,287,86,"Average","owner-occupied",51.546697,0.107077,136,9,4,"upney","Essex & Suffolk Water",46700,"Barking and Dagenham",438000,"tube",1,0,0,0.742573
